DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
140611689,05/16/2014,05/16/2014,0005,06,Hollywood,0645,997,TRAFFIC COLLISION,4027 3004 3026 3035 3036 3101 3401 3701,60,M,O,101,STREET,LA BREA                      AV,DE LONGPRE                   AV,"(34.0962, -118.3441)",23446,,863,,7,82
140614468,06/29/2014,06/29/2014,0005,06,Hollywood,0636,997,TRAFFIC COLLISION,3004 4006 3028 3035 3037 3101 3401 3701,25,M,B,101,STREET,YUCCA,GRACE,"(34.1039, -118.3317)",23446,416,334,,8,82
140606764,02/20/2014,02/20/2014,0005,06,Hollywood,0677,997,TRAFFIC COLLISION,3011 3025 3034 3037 3101 3401 3701 4027,99,,,101,STREET,SANTA MONICA,GOWER,"(34.0908, -118.3223)",23669,423,539,,8,57
140605428,01/26/2014,01/26/2014,0005,06,Hollywood,0643,997,TRAFFIC COLLISION,3004 3030 3035 3037 3101 3401 3701 4027,62,M,O,101,STREET,HAWTHORN                     AV,DETROIT                      ST,"(34.0998, -118.3456)",23677,412,799,,7,82
140615774,07/20/2014,07/20/2014,0005,06,Hollywood,0657,997,TRAFFIC COLLISION,4027 3006 3030 3035 3101 3401 3701 3028 3037,50,M,H,101,STREET,VAN NESS                     AV,LA MIRADA                    AV,"(34.0938, -118.3157)",23669,425,517,,8,57
140518897,12/22/2014,12/22/2014,0005,05,Harbor,0563,997,TRAFFIC COLLISION,3004 3028 3101,,M,O,101,STREET,ALMA                         ST,13TH                         ST,"(33.7325, -118.299)",3342,977,1210,,15,36
140618512,09/05/2014,09/05/2014,0005,06,Hollywood,0656,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,28,M,B,101,STREET,SANTA MONICA                 BL,EL CENTRO                    AV,"(34.0908, -118.3244)",23669,423,539,,8,57
140704381,01/12/2014,01/12/2014,0005,07,Wilshire,0713,997,TRAFFIC COLLISION,0605 1300 3004 3030 3035 3037 3101 3401 3701 4006,65,M,W,101,STREET,FAIRFAX,ROSEWOOD,"(34.0802, -118.3614)",23667,447,804,,6,26
140619569,09/24/2014,09/24/2014,0005,06,Hollywood,0678,997,TRAFFIC COLLISION,3004 3025 3034 3036 3101 3401 3701 4002,21,M,H,101,STREET,WESTERN                      AV,MELROSE                      AV,"(34.0835, -118.3091)",22721,451,558,,8,89
140717296,12/12/2014,12/12/2014,0005,07,Wilshire,0749,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4027,32,F,H,101,STREET,CRENSHAW                     BL,OLYMPIC                      BL,"(34.0547, -118.323)",23080,613,1344,,7,86
140709508,05/26/2014,05/26/2014,0005,07,Wilshire,0721,997,TRAFFIC COLLISION,3004 3030 3035 3037 3101 3401 3701 4027,48,F,B,101,STREET,LA CIENEGA,BLACKBURN,"(34.0725, -118.3765)",23679,633,809,,6,26
140711904,07/27/2014,07/27/2014,0005,07,Wilshire,0788,997,TRAFFIC COLLISION,,21,M,H,101,STREET,CRENSHAW,23RD,"(34.0368, -118.3328)",23077,656,1111,,12,69
140712302,08/06/2014,08/06/2014,0005,07,Wilshire,0765,997,TRAFFIC COLLISION,3006 3028 3035 3037 3101 3401 3701 4027,30,M,W,101,STREET,PICO                         BL,HIGHLAND                     AV,"(34.048, -118.3434)",23080,647,1352,,12,69
140808200,04/25/2014,04/25/2014,0005,08,West LA,0853,997,TRAFFIC COLLISION,0605 1300 3006 3030 3035 3037 3101 3401 3701 4008,95,M,,101,STREET,OHIO                         AV,CORINTH,"(34.0478, -118.451)",23443,,1380,9,10,50
140807570,04/08/2014,04/08/2014,0005,08,West LA,0836,997,TRAFFIC COLLISION,0605 1300 3030 4008 3006 3035 3037 3101 3401 3701,31,F,W,101,STREET,BEVERLY GLEN                 BL,ASHTON                       AV,"(34.0655, -118.428)",23442,858,741,9,6,72
140809545,05/31/2014,05/31/2014,0005,08,West LA,0853,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 3101 3401 3701 4027,,M,O,101,STREET,SAWTELLE                     AV,SANTA MONICA                 BL,"(34.046, -118.448)",23443,861,746,9,10,50
140807014,03/23/2014,03/23/2014,0005,08,West LA,0853,997,TRAFFIC COLLISION,3004 3035 3036 3101 3401 3701 4008,27,F,W,101,STREET,SAWTELLE                     BL,OHIO                         AV,"(34.0471, -118.449)",23443,861,1380,9,10,50
140814124,09/25/2014,09/25/2014,0005,08,West LA,0801,997,TRAFFIC COLLISION,4008 3006 3026 3035 3037 3101 3401 3701,,X,X,101,STREET,1300    PALISADES                    DR,,"(34.0705, -118.5617)",25066,835,1526,,10,
140809982,06/11/2014,06/11/2014,0005,08,West LA,0889,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4008,,M,X,101,STREET,GUTHRIE                      ST,LA CIENEGA                   BL,"(34.0406, -118.378)",23451,876,834,,12,95
140811620,07/26/2014,07/26/2014,0005,08,West LA,0887,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 3101 3401 3701 4008,,M,H,101,STREET,HILLSBORO                    AV,SAWYER                       ST,"(34.0453, -118.3886)",23666,875,749,,6,95
140814416,10/05/2014,10/02/2014,0005,08,West LA,0892,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4008,22,F,O,101,STREET,CORINTH,EXPOSITION,"(34.0323, -118.4377)",24029,889,1128,9,10,50
140810211,06/18/2014,06/18/2014,0005,08,West LA,0893,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4008,32,F,H,101,STREET,BROOKHAVEN                   AV,WESTWOOD                     BL,"(34.0351, -118.4245)",24029,888,1251,9,6,75
140909872,05/03/2014,05/03/2014,0005,09,Van Nuys,0911,997,TRAFFIC COLLISION,3011 3037 3034 3028 3101 3401 3701 4009,,X,X,101,STREET,SHERMAN                      WY,FIRMAMENT                    AV,"(34.2012, -118.4723)",19734,220,1323,,3,18
140913308,07/17/2014,04/22/2014,0005,09,Van Nuys,0916,997,TRAFFIC COLLISION,3004 3030 3037 3028 3101 3401 3701 4026,30,F,O,101,STREET,HART                         ST,WOODMAN                      AV,"(34.1976, -118.4312)",19733,183,491,,5,70
140904140,01/04/2014,01/04/2014,0005,09,Van Nuys,0914,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,64,M,H,101,STREET,VAN NUYS                     BL,SHERMAN                      WY,"(34.2012, -118.4487)",19733,215,880,,5,18
140908462,04/02/2014,04/02/2014,0005,09,Van Nuys,0971,997,TRAFFIC COLLISION,3006 3037 3024 3101 3401 3701 4026,30,F,H,101,STREET,KESTER,MOORPARK,"(34.1576, -118.4574)",19732,336,677,,7,83
140914736,08/16/2014,08/16/2014,0005,09,Van Nuys,0906,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101 3401 3701 4026,,F,H,101,STREET,RUNNYMEDE,STANSBURY,"(34.2058, -118.4409)",19733,215,458,,5,18
140914825,08/18/2014,08/18/2014,0005,09,Van Nuys,0939,997,TRAFFIC COLLISION,3011 3037 3034 3028 3101 3401 3701 4026,,M,H,101,STREET,OXNARD                       ST,FULTON                       AV,"(34.1794, -118.4225)",19729,185,500,,5,70
140910843,05/25/2014,05/25/2014,0005,09,Van Nuys,0981,997,TRAFFIC COLLISION,3004 3036 3025 3101 3401 3701 4026,32,F,B,101,STREET,VENTURA                      BL,SEPULVEDA                    BL,"(34.1538, -118.4662)",19732,335,565,6,7,83
140911179,06/01/2014,06/01/2014,0005,09,Van Nuys,0974,997,TRAFFIC COLLISION,3004 3025 3101 3401 3701 4009,,M,W,101,STREET,HAZELTINE,MOORPARK,"(34.1505, -118.44)",19736,333,692,,7,83
140910487,05/17/2014,05/17/2014,0005,09,Van Nuys,0915,997,TRAFFIC COLLISION,3004 3030 3028 3101 3401 3701 4026,26,M,H,101,STREET,VANOWEN,CALHOUN,"(34.1939, -118.4421)",19733,236,316,,5,18
140919555,11/27/2014,11/26/2014,0005,09,Van Nuys,0989,997,TRAFFIC COLLISION,3004 3030 3028 3101 3401 3701 3037 4019,24,F,H,101,STREET,WOODMAN                      AV,MOORPARK                     ST,"(34.1504, -118.4312)",19736,331,694,6,7,83
140919950,12/06/2014,12/06/2014,0005,09,Van Nuys,0998,997,TRAFFIC COLLISION,3004 3036 3026 3101 3401 3701 4026,,M,O,101,STREET,VENTURA                      BL,COLDWATER CANYON             AV,"(34.1451, -118.4137)",8492,352,1236,6,5,84
141005334,02/02/2014,02/02/2014,0005,10,West Valley,1011,997,TRAFFIC COLLISION,3006 3030 3037 3101 3401 3701 4010 3028 1501,,M,W,101,STREET,SHIRLEY                      AV,SHERMAN                      WY,"(34.2012, -118.5579)",18909,256,1461,,4,12
141006891,03/12/2014,03/11/2014,0005,10,West Valley,1083,997,TRAFFIC COLLISION,3006 3030 3028 3037 3101 3401 3701 4026,52,F,O,101,STREET,RESEDA,ROSCOE,"(34.2207, -118.5361)",18909,249,274,,2,12
140917518,10/12/2014,10/12/2014,0005,09,Van Nuys,0966,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4009,,F,X,101,STREET,WOODMAN                      AV,HUSTON                       ST,"(34.1595, -118.4312)",19736,202,964,,7,83
140918084,10/25/2014,10/25/2014,0005,09,Van Nuys,0929,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 4026 3036 3701,27,M,O,101,STREET,SUNNYSLOPE                   AV,GILMORE                      ST,"(34.1877, -118.4268)",19729,184,499,,5,70
141018573,12/13/2014,12/13/2014,0005,10,West Valley,1025,997,TRAFFIC COLLISION,3004 3037 3034 3026 3101 3401 3701 4026,26,F,H,101,STREET,WHITE OAK                    AV,HART                         ST,"(34.1975, -118.5186)",18909,264,245,,4,12
141104066,01/02/2014,01/02/2014,0005,11,Northeast,1117,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,46,M,H,102,SIDEWALK,4600    ELLENWOOD                    DR,,"(34.1293, -118.219)",23672,367,1067,,9,60
141013142,08/03/2014,08/03/2014,0005,10,West Valley,1029,997,TRAFFIC COLLISION,3004 3026 3101 3401 3701 4010,20,M,W,101,STREET,SHERMAN                      WY,GLORIA,"(34.2012, -118.4793)",19734,221,261,,3,61
141010555,06/06/2014,06/06/2014,0005,10,West Valley,1098,997,TRAFFIC COLLISION,3009 3037 3029 3034 3026 3101 3401 3701 4010,63,M,O,101,STREET,SEPULVEDA                    BL,FOND                         DR,"(34.1343, -118.4833)",19732,339,1501,11,6,62
141018044,12/01/2014,12/01/2014,0005,10,West Valley,1028,997,TRAFFIC COLLISION,3004 3036 3028 3101 3401 3701 4026,27,M,W,101,STREET,VANOWEN                      ST,BALBOA                       BL,"(34.1939, -118.5011)",19734,263,297,,3,61
141116143,09/06/2014,09/06/2014,0005,11,Northeast,1171,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,47,F,W,101,STREET,SUNSET                       DR,BATES                        AV,"(34.0947, -118.2828)",23447,467,620,,8,90
141114654,08/07/2014,08/06/2014,0005,11,Northeast,1159,997,TRAFFIC COLLISION,3101 3401 3701 3006 3026 3029,51,F,H,101,STREET,FIGUEROA                     ST,SYCAMORE PARK,"(34.097, -118.2065)",24030,376,602,,11,92
141118355,10/17/2014,10/17/2014,0005,11,Northeast,1135,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,,M,O,101,STREET,3500    DIVISION                     ST,,"(34.1062, -118.2254)",24030,379,1431,13,11,56
141110140,05/09/2014,05/09/2014,0005,11,Northeast,1134,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,27,M,H,101,STREET,3200    DIVISION                     ST,,"(34.1047, -118.2322)",24030,390,1056,13,11,56
141112218,06/24/2014,06/22/2014,0005,11,Northeast,1158,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,45,F,H,101,STREET,WEST POINT                   DR,AVENUE 37,"(34.0951, -118.2171)",24030,377,482,13,11,92
141120025,11/21/2014,11/21/2014,0005,11,Northeast,1124,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,35,M,W,101,STREET,FLETCHER                     DR,AVENUE 35,"(34.1188, -118.2365)",24030,386,476,,8,56
141211857,05/07/2014,05/06/2014,0005,12,77th Street,1245,997,TRAFFIC COLLISION,3006 3028 3030 3101,99,M,O,101,STREET,71ST                         ST,NORMANDIE                    AV,"(33.9754, -118.3003)",23678,772,1054,7,14,35
141121287,12/21/2014,12/21/2014,0005,11,Northeast,1128,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,,F,O,101,STREET,HILLANDALE                   DR,FIGUEROA                     ST,"(34.1267, -118.1827)",23673,359,437,,9,93
141205962,02/02/2014,02/02/2014,0005,12,77th Street,1243,997,TRAFFIC COLLISION,3004 3028 3030 3101,40,F,H,101,STREET,WESTERN                      AV,51ST                         PL,"(33.996, -118.3089)",24027,742,1049,7,14,35
141208955,03/23/2014,03/23/2014,0005,12,77th Street,1263,997,TRAFFIC COLLISION,3003 3025 3101,50,F,B,101,STREET,WESTERN                      AV,MANCHESTER                   AV,"(33.96, -118.309)",23678,,1074,7,14,20
141204686,01/12/2014,01/12/2014,0005,12,77th Street,1218,997,TRAFFIC COLLISION,3006 3028 3030 3101,24,F,F,101,STREET,56TH                         ST,HOOVER                       ST,"(33.9915, -118.2871)",23668,745,990,7,13,2
141219946,09/07/2014,09/07/2014,0005,12,77th Street,1243,997,TRAFFIC COLLISION,4025 3003 3029 3026 3101,32,F,B,101,STREET,FLORENCE,HOBART,"(33.9746, -118.3078)",23678,770,1054,7,14,35
141219576,08/31/2014,08/31/2014,0005,12,77th Street,1268,997,TRAFFIC COLLISION,3006 3028 3030 3101 4012,69,M,O,101,STREET,MANCHESTER                   AV,BROADWAY,"(33.9601, -118.2782)",22352,795,1002,7,13,45
141222820,10/18/2014,10/18/2014,0005,12,77th Street,1263,997,TRAFFIC COLLISION,0605,,M,O,101,STREET,81ST                         ST,HARVARD                      BL,"(33.9655, -118.3068)",23678,780,1074,7,14,20
141224818,11/16/2014,11/16/2014,0005,12,77th Street,1231,997,TRAFFIC COLLISION,3006 3028 3030 3101 4012,47,M,H,101,STREET,64TH                         ST,LA BREA,"(33.9814, -118.3601)",25422,1967,,,,
141216113,07/11/2014,07/10/2014,0005,12,77th Street,1215,997,TRAFFIC COLLISION,3004 3026 3029 3101 4012,47,M,B,101,STREET,SLAUSON                      AV,NORMANDIE                    AV,"(33.9892, -118.3002)",23668,744,1051,7,14,
141215835,07/07/2014,07/06/2014,0005,12,77th Street,1256,997,TRAFFIC COLLISION,3003 3024 3029 3101 4025,25,M,B,101,STREET,FIGUEROA,75TH                         ST,"(33.9717, -118.2827)",23675,775,756,7,14,
141312041,05/29/2014,05/29/2014,0005,13,Newton,1346,997,TRAFFIC COLLISION,3101 3401 3701 3006 3025,33,M,H,101,STREET,43RD                         ST,MCKINLEY                     AV,"(34.0058, -118.2609)",22727,717,673,7,13,
141313704,06/28/2014,06/28/2014,0005,13,Newton,1395,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3034,,M,H,101,STREET,CENTRAL                      AV,69TH                         ST,"(33.9776, -118.2564)",22350,1577,94,7,13,
141316343,08/14/2014,08/14/2014,0005,13,Newton,1361,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,,M,B,101,STREET,GRAND                        AV,51ST                         ST,"(33.9965, -118.28)",23668,737,988,7,13,
141315323,07/27/2014,07/27/2014,0005,13,Newton,1309,997,TRAFFIC COLLISION,3101 3401 3701 3003 3025 3029,29,F,A,101,STREET,ALAMEDA                      ST,WASHINGTON                   BL,"(34.02, -118.2395)",23082,533,1287,7,9,76
141307622,03/08/2014,03/08/2014,0005,13,Newton,1363,997,TRAFFIC COLLISION,3101 3401 3701 3003 3036 3029 3024,41,M,B,101,STREET,CENTRAL,51ST,"(33.9971, -118.2565)",22727,723,893,7,13,
141319711,10/11/2014,10/11/2014,0005,13,Newton,1313,997,TRAFFIC COLLISION,3101 3401 3701 3004,40,M,H,108,PARKING LOT,WASHINGTON                   BL,SAN PEDRO                    ST,"(34.0277, -118.2574)",23082,702,815,7,13,76
141413584,05/11/2014,05/11/2014,0005,14,Pacific,1416,997,TRAFFIC COLLISION,3011 3026 3035 3037 3101 3401 3701 4014,,X,X,101,STREET,BEETHOVEN                    ST,MORNINGSIDE,"(34.0092, -118.4498)",24031,891,856,10,10,27
141413714,05/13/2014,05/13/2014,0005,14,Pacific,1465,997,TRAFFIC COLLISION,3006 3035 3037 3101 3401 3701 4027,,,,101,STREET,JEFFERSON                    BL,MESMER                       AV,"(33.9864, -118.4012)",24678,924,1139,10,10,16
141408749,02/13/2014,02/13/2014,0005,14,Pacific,1431,997,TRAFFIC COLLISION,3008 3026 3035 3036 3401 3701 4014,26,F,W,101,STREET,PACIFIC                      AV,WINDWARD,"(33.9872, -118.4718)",25073,909,1132,10,10,30
141406169,01/31/2014,01/31/2014,0005,14,Pacific,1497,997,TRAFFIC COLLISION,3011 3025 3035 3037 3102 3401 3701 4027,,,,108,PARKING LOT,CENTURY                      BL,GLASGOW                      PL,"(33.9454, -118.3711)",23676,2340,445,10,10,16
141409976,03/24/2014,03/24/2014,0005,14,Pacific,1438,997,TRAFFIC COLLISION,3009 3026 3029 3035 3036 3101 3401 3701 4027,32,M,H,101,STREET,VENICE                       BL,MIDVALE                      AV,"(34.0166, -118.4109)",23451,897,846,,6,74
141420144,08/03/2014,08/03/2014,0005,14,Pacific,1469,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3102 3401 3701 4014,,M,W,101,STREET,CENTURY                      BL,AVION                        DR,"(33.9455, -118.3901)",23676,2340,445,10,10,16
141505094,01/21/2014,01/20/2014,0005,15,N Hollywood,1549,997,TRAFFIC COLLISION,3012 3030 3037 3034 3028 3101 3401 3701 4026,,M,H,101,STREET,BURBANK                      BL,CLEON                        AV,"(34.1722, -118.3681)",8488,199,526,,5,13
141515390,08/11/2014,08/11/2014,0005,15,N Hollywood,1525,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101 3401 3701 4026,45,F,H,101,STREET,KITTRIDGE                    ST,LANKERSHIM                   BL,"(34.1903, -118.3877)",8889,193,275,,5,13
141514655,07/28/2014,07/28/2014,0005,15,N Hollywood,1559,997,TRAFFIC COLLISION,3006 3037 3025 3101 3401 3701 4026,,M,W,101,STREET,CAHUENGA                     BL,KLING                        ST,"(34.1559, -118.3615)",8489,,459,,7,5
141511968,06/04/2014,06/04/2014,0005,15,N Hollywood,1512,997,TRAFFIC COLLISION,3004 3030 3037 3028 3101 3401 3701 4026,34,M,W,101,STREET,RAYMER                       ST,COLDWATER CA                 BL,"(34.1973, -118.4116)",8888,179,493,,5,71
141505599,01/31/2014,01/31/2014,0005,15,N Hollywood,1555,997,TRAFFIC COLLISION,3011 3028 3034 3037 3101 3401 3701 4026,43,M,H,101,STREET,RIVERSIDE                    DR,KLING                        ST,"(34.1556, -118.3771)",8489,211,1334,,7,5
141504460,01/09/2014,01/09/2014,0005,15,N Hollywood,1563,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,70,M,H,101,STREET,LAUREL CANYON                BL,VALERIO                      ST,"(34.2058, -118.3965)",8888,178,1273,,5,14
141505441,01/28/2014,01/28/2014,0005,15,N Hollywood,1591,997,TRAFFIC COLLISION,3012 3037 3026 3101 3401 3701 4026,52,F,W,101,STREET,MULHOLLAND,SUMMIT,"(34.1235, -118.4002)",24346,825,795,46,7,81
141607431,04/07/2014,04/07/2014,0005,16,Foothill,1659,997,TRAFFIC COLLISION,3006 3037 3030 3025 3101 3401 3701 4026,35,M,H,101,STREET,GREELEY                      ST,ZITTO                        LN,"(34.2476, -118.2742)",3222,5,534,,1,7
141608084,04/27/2014,04/27/2014,0005,16,Foothill,1693,997,TRAFFIC COLLISION,3006 3037 3034 3028 3030 3101 3401 3701 4026,45,M,B,101,STREET,SAINT CLAIR                  AV,STRATHERN                    ST,"(34.2158, -118.3998)",8888,152,1101,,5,14
141607664,04/14/2014,04/12/2014,0005,16,Foothill,1653,997,TRAFFIC COLLISION,0605 3004 3036 3025 3101 3401 3701 4016,64,M,H,101,STREET,SAN FERNANDO                 RD,OSBORNE                      ST,"(34.2542, -118.4095)",18907,34,451,,1,11
141516376,08/30/2014,08/30/2014,0005,15,N Hollywood,1586,997,TRAFFIC COLLISION,3003 3037 3025 3101 3401 3701 4026,21,F,H,101,STREET,LANKERSHIM                   BL,CAMPO DE CAHUENGA            ST,"(0.0, 0.0)",,,,,,
141516155,08/27/2014,08/27/2014,0005,15,N Hollywood,1502,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 3401 3701 4026,59,M,O,101,STREET,BELLAIRE                     AV,SATICOY                      ST,"(34.2069, -118.4097)",8888,159,465,,5,71
141614804,10/19/2014,10/19/2014,0005,16,Foothill,1656,997,TRAFFIC COLLISION,3009 3037 3030 3024 3101 3401 3701 4026,21,M,O,101,STREET,FOOTHILL                     BL,WOODWARD                     AV,"(34.2597, -118.307)",3221,12,530,18,1,7
141616840,12/19/2014,12/17/2014,0005,16,Foothill,1676,997,TRAFFIC COLLISION,3004 3030 3037 3028 3101 3401 3701 4016 0605,31,M,X,101,STREET,ROSCOE                       BL,GLENOAKS                     BL,"(34.2219, -118.3595)",19335,154,1371,,3,21
141611737,07/30/2014,07/30/2014,0005,16,Foothill,1687,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 3401 3701 4026,21,F,O,101,STREET,FAIR                         AV,LORNE                        ST,"(34.2175, -118.3747)",19335,166,272,,3,21
141718983,12/12/2014,12/12/2014,0005,17,Devonshire,1764,997,TRAFFIC COLLISION,3011 3037 3034 3028 3103 3401 3701 4017 3030,,M,W,101,STREET,PLUMMER                      ST,TAMPA                        AV,"(34.2428, -118.5536)",18513,97,306,,2,77
141718275,11/25/2014,11/25/2014,0005,17,Devonshire,1716,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4026,30,M,O,101,STREET,BALBOA                       BL,LORILLARD                    ST,"(34.2841, -118.5021)",19329,53,1409,,2,78
141709947,05/17/2014,05/17/2014,0005,17,Devonshire,1757,997,TRAFFIC COLLISION,3011 3036 3101 3401 3701 4026,71,F,W,101,STREET,MAYALL                       ST,ODESSA                       AV,"(34.2538, -118.4918)",18914,85,393,,2,88
141719572,12/27/2014,12/27/2014,0005,17,Devonshire,1727,997,TRAFFIC COLLISION,3037 3034 3401 3701 4026 3011 3028 3101,,M,W,101,STREET,TAMPA,ATLANTA,"(34.2639, -118.5561)",18905,80,524,,2,77
